left_wrist_to_right_wrist_dist,left_elbow_to_right_elbow_dist,left_knee_to_right_knee_dist,left_foot_to_right_foot_dist,left_foot_knee_hip_angle,right_foot_knee_hip_angle,left_shoulder_hip_knee_angle,right_shoulder_hip_knee_angle,left_elbow_shoulder_hip_angle,right_elbow_shoulder_hip_angle,left_shoulder_elbow_wrist_angle,right_shoulder_elbow_wrist_angle,label
0.18882731679168682,0.135961099435934,0.08676105215260148,0.1330074849300599,169.90149759955176,160.34112784185822,157.94233000512043,164.93113395342255,68.90199202610587,73.11128894244843,174.22222822224214,177.21334582118465,position_up
0.22688368674911835,0.20303477321302885,0.07046389600306055,0.04356235292648933,157.92614524790275,165.60846452320607,131.07448276312024,139.63981366689836,52.689742760581275,67.14590173451212,174.49778992836016,177.70778847225202,position_up
0.0939258304178658,0.1595956362000753,0.15742064241297818,0.23655764839537993,75.527207665145,8.761958401459376,148.43118925935968,16.46291652925567,47.76020435358092,60.646146687009185,158.73052503524738,170.90496227290225,position_up
0.011853267375140315,0.024473922872642224,0.023210196317104328,0.021688555533595708,170.53349229305897,176.19366409676894,167.00475833441604,160.8081404794622,58.984620301012015,52.159416590366234,177.1938549376211,166.12451134646543,position_up
0.06829277704847439,0.0665788783040286,0.0018671592829426938,0.04037535732473043,169.1129169487745,175.84953010222773,178.65131280197906,176.96137758012645,50.62872192588476,48.28034168304702,174.8141468718528,171.43747754737566,position_up
0.11360333622969025,0.08695584151130674,0.04879589335715951,0.030819392400082014,28.873388081315866,30.466997232574172,48.195458429472524,37.24897590217925,70.13984632862268,54.75359778603723,179.13200462634234,175.99502634080275,position_up
0.2702421554771984,0.2678374577961639,0.10718946475696348,0.21487110515330338,166.30514008334725,162.53761940174485,66.09248429750184,20.45007968385047,98.87639511944947,153.2263313406234,178.504523718438,151.1143576444386,position_up
0.1547886319656865,0.15452225872852055,0.0795483708065667,0.0772885307379901,112.13283020917311,164.07283828221745,149.70339382302078,173.03865440344393,63.71128027837193,88.85231468954083,177.4921417510393,160.829954673259,position_up
0.6106586302775359,0.3453230453492461,0.044081004037940644,0.04438998313379084,135.8879649074109,170.26370812665203,178.65834266507565,171.169103147916,84.61432778473016,179.08934998344668,179.11370051149626,165.91228922564142,position_up
0.525065619954285,0.43957473270780495,0.11056597325952784,0.18069490386453285,106.86512330701487,145.07244504666693,159.51013668046943,13.117516489228311,135.08301779795678,147.48713768037055,134.15805742775106,151.18599123343796,position_up
0.4430218893848453,0.29110999909713986,0.048577976460790886,0.05495174177890739,113.15082963035192,169.0066510229707,122.80675527213367,164.626334759285,0.5076165152263459,72.70196163459632,179.02499595493018,167.32123004922386,position_up
0.5311261465594572,0.4683427950521196,0.15654045735266495,0.09947769446020771,64.35604943567246,15.395293341023692,97.88642369070126,35.09315468171343,65.20834011627863,131.892055745224,146.1291195303744,178.38480801240402,position_up
0.042153630757468,0.047599552865487164,0.004504922571383396,0.012091461653010954,151.92213678263798,149.22797472908752,179.20782821055172,176.5862577750021,38.08333833041414,49.021303510859525,171.89040235111887,174.89774724787802,position_up
0.07373689784758303,0.049514245384184495,0.022236413881905503,0.03386069581560149,156.325395967572,178.07192018157096,171.199140489582,172.63888563903205,53.49194414727135,46.131257381271325,174.6582070993966,170.95106525847905,position_up
0.2525515380659054,0.22347371247604225,0.25417537791172246,0.12026449699782825,65.47656367370163,129.7536477372959,19.40590537274587,0.7882845080874514,2.648867249341999,123.97244749285568,147.30161101583124,140.48903596820472,position_up
0.5849061223797068,0.43893648849004024,0.14945923319007046,0.014877433033303208,47.83903769448926,59.88318779615381,48.83497579819451,102.75884922503165,126.31280049522799,141.8474788265631,139.54453850779007,162.12388574215242,position_up
0.5996417370526839,0.48274987343825176,0.160831616367065,0.0386067639084354,25.08330170387071,88.4018844451716,85.21556999521331,84.80589709909806,38.48235833302941,123.92985791915798,124.07469441257047,169.80093110114024,position_up
0.21312651660791743,0.2645099185677181,0.07097372047003901,0.050745682070566504,167.8826528720268,156.11957912074374,165.3500918443154,142.67924158556656,37.67373008034152,90.00922877097233,84.32582559665751,176.9993162100159,position_down
0.25457604665501343,0.24199650199873035,0.370541169758924,0.3982689626031955,51.660856932449065,169.84522510914735,29.931787512556408,21.816014483880682,117.42373149520961,18.365896646298253,152.48814858080553,175.59851600584827,position_down
0.08678769296248934,0.12351251593044962,0.06526642946433973,0.02629102142481739,156.53561700000674,173.66571538088215,169.53605323870474,159.88055513607029,8.652838439417996,8.608989902866115,88.0515022126011,105.07790584719157,position_down
0.6119963827773716,0.3554343966792474,0.12199366750606189,0.1014678555750727,46.43160533681314,129.8266568695314,144.7783967437903,140.74489652096545,71.27358613615444,51.94638254238999,169.0875848738511,120.94434549350002,position_down
0.23046571499450572,0.18427971137750876,0.07594854312494073,0.06740623273901812,132.84597314637355,112.91372372469252,107.13173550265873,101.50826004402768,75.4138899165012,123.22892186042385,64.46896630245031,138.8789935069108,position_down
0.30039368953557677,0.25844607150983945,0.1784540856562697,0.2025225344507192,172.88698496003133,106.27185906653808,157.2049822822362,124.46368023142216,15.457147885698543,138.6731123483778,82.60836636270113,151.8995991116254,position_down
0.30039368953557677,0.25844607150983945,0.1784540856562697,0.2025225344507192,172.88698496003133,106.27185906653808,157.2049822822362,124.46368023142216,15.457147885698543,138.6731123483778,82.60836636270113,151.8995991116254,position_down
0.06434516113347381,0.10685998544199597,0.05999246102340675,0.1637890631278369,110.53320143669296,156.03222258694814,164.7583254579749,176.53375499613756,48.94898960592742,5.612932805458286,39.79028764225625,108.45492995484068,position_down
0.06434516113347381,0.10685998544199597,0.05999246102340675,0.1637890631278369,110.53320143669296,156.03222258694814,164.7583254579749,176.53375499613756,48.94898960592742,5.612932805458286,39.79028764225625,108.45492995484068,position_down
0.2073156464134827,0.15561149606809435,0.09412902744026623,0.1494147721452993,148.25178415226307,170.33300868107148,148.12432746308932,150.51411519834073,18.266090358115722,8.52931861047642,60.27915287837693,37.82261953505665,position_down
0.23869213823486027,0.26998981470285693,0.06951050289426339,0.07505597530591566,167.38401084985566,166.79327311398603,82.82116300445138,108.2029151172366,63.76404796892382,77.45038586780714,69.6545138617149,29.935393034149257,position_down
0.1788169292538095,0.21915594030710198,0.18563338993494924,0.05480383392460317,136.2105883030437,91.70515540144187,12.831452742075271,59.608572910361076,151.7984285485712,124.28002846246241,75.42884938503975,136.82200761276573,position_down
